filename,background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv/monitor,red,n_red,yellow,n_yellow,green,n_green,cyan,n_cyan,blue,n_blue,magenta,n_magenta,emotion
emile-claus_the-cock-fight-1882,0.9944368583421838,0,0,0,0,0,0,0,0,0,0.003957416679310171,0,0,0,0,0.0016057249785060435,0,0,0,0,0,0.6775274364031759,9,0,0,0.0016562989935771,1,2.5287007535528246e-05,1,0.005322915086228696,2,0.3154680625094826,5,
eugene-boudin_a-hen-and-her-chicks-after-melchior-d-hondecoeter,0.8645478723404255,0,0.018284574468085107,0.043324468085106385,0,0,0,3.9893617021276594e-05,0.03903590425531915,0,0,0,0,0.01783909574468085,0,0.016928191489361703,0,0,0,0,0,0.9623204787234042,8,0.01976728723404255,4,0.0001529255319148936,1,0.00024601063829787236,1,0.00040558510638297873,2,0.017107712765957444,4,
eugene-boudin_approaching-storm-1864,0.975976447908809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024023552091191017,0,0,0,0,0,0.2879159332830441,10,0,0,0.03296035537674964,7,0.6002744950129915,7,0.0078367278518146,2,0.07101248847540022,7,
eugene-boudin_beach-scene-trouville-1863-1,0.9981264579753872,0,0,0.0004260431071812709,0.001447498917431449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18674132897512188,10,0.005922697621142913,1,0.06496633561021944,7,0.7310428278087415,10,0,0,0.011326809984774198,7,
eugene-boudin_cattle-market-at-daoulas-brittany-1861,0.9980174362286083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019825637713916694,0,0,0,0,0,0.3213755247013239,6,0.6618792379722312,9,0.01263157894736842,1,0.003758475944462383,4,0,0,0.0003551824346141427,2,
eugene-boudin_deauville-low-tide,0.9978069136691329,0,0,0,0,0,0,0,0,0,0,0,0,0.002193086330867098,0,0,0,0,0,0,0,0.259437849922792,9,1.4210062619009275e-05,1,0.00037893500317358065,3,0.05985752043880673,2,0.5897175986888848,6,0.0905938858837238,3,
eugene-boudin_farm-near-quimper,0.9968259935553169,0,0,0,0,0,0,0,0,0,0,0,0,0.0031740064446831363,0,0,0,0,0,0,0,0.999328678839957,9,0,0,0,0,0,0,1.611170784103115e-05,1,0.0006552094522019335,3,
eugene-boudin_fine-weather-on-the-estuary,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27625865051903115,4,0.03907439446366782,2,0.36048442906574396,5,0.3217863321799308,7,0,0,0.002396193771626297,4,
eugene-boudin_laundresses-on-the-banks-of-the-touques-11,0.9763796898905073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023620310109492726,0,0,0,0,0,0.7022498045629165,10,0,0,0.038631796534408916,7,0.1997918535109133,10,0,0,0.05932654539176142,7,
eugene-boudin_low-tide-near-honfleur,0.9859294117647058,0.009976470588235295,0,0,7.058823529411764e-05,9.411764705882353e-05,0,0,0,0,0,0,0,0,0,0.003929411764705883,0,0,0,0,0,0,0,0.7995058823529412,10,0.18214117647058825,4,0.01811764705882353,6,0,0,0.00023529411764705883,1,
eugene-boudin_not_detected_246183,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7174707031249999,9,0.025390625000000003,5,0.03744140625,3,0.000224609375,2,0.1284765625,5,0.09099609374999999,7,
eugene-boudin_park-cordieres-a-trouville-1873,0.9982347098716576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008807051849092913,0,0.0008845849434331207,0,0,0,0.24555767649021526,8,0.5164462963825132,8,0.01312522308611512,1,0.19503934075143164,9,3.879758523829477e-06,1,0.02982758353120102,6,
eugene-boudin_pond-at-sunset,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806593005205004,9,0,0,0.0006163820655647886,2,0,0,0.0013545186132164488,2,0.19143609411621468,5,
eugene-boudin_portrieux-fishing-boats-at-low-tide,0.9465781997338799,0,0,0,0.05342180026612004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943768655374546,10,8.990541949868737e-06,2,0.0009889596144855612,2,0,0,0.003362462689250908,5,0.05187093177976768,5,
eugene-boudin_seascape-with-large-sky-1860,0.9981058431867753,0,0,0,0.0018941568132246585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449841743608246,10,0,0,0.0010864752283647932,4,0.46548698689669876,6,0.002136051298030405,2,0.42679206914082357,7,
eugene-boudin_spray-of-flowers-hollyhocks-1858,0.9995179385298586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7268513108176542,10,3.4085154454442756e-05,1,0.002356744965135756,3,0.0004090218534533131,2,0.013643800397335515,3,0.2567050368119669,7,
eugene-boudin_the-beach-at-trouville-1863,0.9909496124031008,0,0,0,0,0,0,0,0,0,0,0,0,0.003895348837209302,0,0.005155038759689923,0,0,0,0,0,0.2919638242894057,10,0,0,0.04558785529715763,7,0.6398708010335915,9,6.4599483204134365e-06,1,0.022571059431524546,6,
eugene-boudin_the-fish-market-rotterdam-1876,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8568802988083237,10,0,0,0.00019762455287444913,1,0,0,0.02255884271061837,2,0.12036323392818322,6,
eugene-boudin_the-francois-ier-tower-at-le-havre-1852,0.9857560080106809,0,0,0,0.014243991989319093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7684495994659546,10,0,0,0.030490654205607474,4,0.041638851802403204,4,0.007785380507343124,1,0.15163551401869155,5,
eugene-boudin_the-port-portrieux-1873,0.9268110236220473,0,0,0,0.07318897637795276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961978346456693,9,0,0,0.004035433070866142,2,1.968503937007874e-05,1,0.00422244094488189,2,0.029744094488188974,5,
eugene-boudin_the-port-portrieux-at-low-tide,0.806575821104123,0,0,0,0.193424178895877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23408805031446542,10,0,0,0.0011180992313067784,5,1.397624039133473e-05,1,0.537603074772886,7,0.2271767994409504,7,
eugene-boudin_the-road-from-trouville-to-honfleur,0.9933548500783692,0,0,0,0,0,0,0,0,0,0.006580228708160597,0,0,4.173506580228708e-05,0,2.3186147667937267e-05,0,0,0,0,0,0.6964052196655631,10,0.04201793680383591,1,0.0721042820177513,6,0.17326544429296162,9,1.8548918134349814e-05,2,0.0161885683017538,6,
eugene-boudin_the-valley-of-the-touques,0.9502398671168956,0,0,0,0,0,0,0,0,0,0.022582478226185403,0,0,0.02717765465691899,0,0,0,0,0,0,0,0.5420887562971948,10,0.036122130063709575,3,0.001999803298036259,4,0.40922750767684046,9,0.000721240533717995,3,0.009840562130500826,4,
eugene-boudin_view-from-the-camaret-heights-1873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984210526315789,9,0,0,0,0,0,0,0.0001422475106685633,1,0.0014366998577524895,4,
eugene-boudin_white-clouds-blue-sky,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11072497958442973,6,1.3610380183286454e-05,3,0.06416386897740678,5,0.823065057617276,10,0,0,0.0020324834407041102,4,
felix-vallotton_f-lix-stanislas-jasinski-1887,0.6323008542259879,0,0,0,0,0,0,0,0.0009722897423432182,0,0,0,0.005771730179675176,0,0,0.3609551258519937,0,0,0,0,0,0.26794271427579297,9,0,0,7.440992926096058e-06,1,0,0,0.17890379292212755,7,0.5531460518091533,7,
felix-vallotton_martello-tower-in-guernsey-1907,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9543804652697575,7,0,0,0.007139372897283416,4,0.030802780427967833,9,0,0,0.007677381404991284,6,
felix-vallotton_my-portrait-1885,0.6393473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3606526315789474,0,0,0,0,0,0.3201263157894737,9,0.04709473684210526,2,0.6278315789473684,3,0.0029473684210526313,4,0,0,0.002,4,
felix-vallotton_my-portrait-1908,0.47353684210526314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5264631578947369,0,0,0,0,0,0.6070105263157893,9,2.105263157894737e-05,1,0.010042105263157896,2,0.3530105263157895,1,0.007263157894736842,6,0.022652631578947365,7,
felix-vallotton_paul-vallotton-the-artist-s-brother-1886,0.5124986502537523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4875013497462477,0,0,0,0,0,0.09139401792463016,10,0,0,0.00010258071482561279,1,0,0,0.0011283878630817406,2,0.9073750134974625,6,
felix-vallotton_reclining-nude-on-a-couch,0.7871785592215051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1826788909664837,0,0,0.030142549812011178,0,0,0.9995596839375113,8,0,0,0,0,0,0,0,0,0.0004403160624886905,5,
felix-vallotton_seated-black-woman-front-view-1911,0.6499763296222534,0,0,0,0,0,0,0,0.01671618400861928,0.001738548434490189,0,0,0.029987919945150023,0,0,0.3015810179894871,0,0,0,0,0,0.6945909105749453,7,0,0,4.4892095726272486e-05,1,0,0,0.0004285154592053283,1,0.30493568187012304,5,
felix-vallotton_seated-nude-on-a-couch,0.7453351164254248,0,0,0,0,0,0,0,0.008413310258023915,0,0,0,0.01722781623662681,0,0,0.2025684392699811,0,0,0.02645531780994336,0,0,0.9927981434864694,7,0,0,0,0,0,0,0,0,0.007201856513530522,5,
felix-vallotton_the-ham-1918,0.7720967605514675,0,0,0,0,0.01663168093008235,0,0,0,0,0,0.0008188969112592558,0.01819642761028196,0.02439005636163718,0,0.16668588959885586,0,0,0.0011802880364159228,0,0,0.7243047065427172,10,0.00011918217957294333,2,1.1533759313510645e-05,1,0,0,0.009699891582662453,7,0.26586468593573387,7,
felix-vallotton_woman-with-a-black-hat-1908,0.5488167049460303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4511832950539697,0,0,0,0,0,0.5114796025676621,10,0,0,0.000370174065941462,1,0,0,0.18851955612764276,3,0.29963066723875376,6,disgust
ferdinand-hodler_olive-trees-in-spain-1878,0.9989231808143674,0,0,0.00030925598080787804,0,0,0,0,0,0,0,0,0,0.0007675632048247989,0,0,0,0,0,0,0,0.8226563973401957,10,5.6781425984397276e-05,2,0.16388032097728947,5,0.012490899762531964,6,1.0139540354356656e-06,1,0.0009145865399629704,7,
ferdinand-hodler_on-the-banks-of-the-manzanares-1878,0.9952052071946735,0,0.0005617388231916702,0,0,0,0,0,0,0,0,0,0,0.0001573420782404187,0,0,0,0,0,0.004075711903894354,0,0.32027256064570986,8,0.03226202700762971,2,0.6286492320602427,7,0.01758918811487628,9,0,0,0.0012269921715415107,5,
ferdinand-hodler_portrait-of-louise-delphine-duchosal-1885,0.8657888657888658,0,0,1.2977541067428708e-06,0,0.007451704080917564,0,0.00204785598044025,0.00025955082134857416,0,0,0,0.00011160685317988689,0,0.010445622805173367,0.11083728499458836,0,0,0.0030562109213794608,0,0,0.9036754991811172,10,0,0,0.02396822059743408,5,1.557304928091445e-05,1,0.0013678328285069857,7,0.07097287434366087,7,
ferdinand-hodler_the-black-lutschina-1905,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23259130434782604,6,0.25307246376811593,8,0.10576231884057971,3,0.37733043478260864,10,0,0,0.031243478260869564,7,
ferdinand-hodler_the-convalescent,0.7212134523330569,0,0,0.0006958527994219701,0,0.00028224117970655126,0,0,0.000739985056612449,0,0.018185568957165027,0.025688052679546443,0.06693323918451799,0.011160329411378322,0,0.14760187367090064,0,0,0.0002545302275171808,0,0,0.8933805719540532,10,0.0011936236072680696,4,0.01114903976419006,3,0.06421551320683455,6,2.25792943765241e-05,1,0.03003867217327761,7,
ferdinand-hodler_the-pastor-1879,0.5877619773504006,0,0,0,0,0,0,0,0,0,0,0,0.005585833907577941,0,0,0.40665218874202147,0,0,0,0,0,0.7198347567639054,10,0,0,0.00034454676439265805,2,0.00011484892146421934,2,0.02677023951220531,3,0.2529356080380324,7,
ferdinand-hodler_the-reaper,0.901150489288548,0,0.016946186038551893,0,0,0,0,0,0,0,0,0,0,0,0,0.08190332467290011,0,0,0,0,0,0.7187407626367128,10,0.0017307901737791123,3,0.0008323350498623147,1,0.26282340495044887,2,0.00029948504130559924,4,0.015573222147891155,7,
ferdinand-hodler_the-road-to-a-particular-interest-1890,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657456896551724,10,0.1288925729442971,6,0.0027718832891246684,2,0.15955570291777188,6,0.006581564986737401,4,0.04474137931034483,7,
ferdinand-hodler_the-shoemaker-1878,0.9320697343078019,0,0,0,0,0,0,0,7.915358433814411e-05,0,0,0,0,0,0,0.06739597899791562,0,0,0,0,0,0.9524583784069023,10,0.03812894118888684,6,0.0027275005936518828,1,0.004208332233977996,6,3.9576792169072054e-05,1,0.002437270784412021,6,
ferdinand-hodler_the-student-self-portrait,0.9362491832175909,0,0,0,0,0,0,0,0.005583245956610492,0,0,0,0.0001836177508978275,0.004016796592054543,0,0.05239817445965728,0,0,0.0015689820231890225,0,0,0.9788244411688726,9,0.017684288905435587,5,0,0,0.0004432152607878594,2,1.2663293165367414e-06,1,0.0030467883355873994,3,
ferdinand-hodler_unemployed-1891,0.8061005892255892,0,0,0,0,0,0,0,0.002055976430976431,0,0,0,0.005054713804713805,0,0,0.18343434343434342,0,0,0.0033543771043771046,0,0,0.8570244107744107,10,0.004703282828282828,3,0.0017508417508417507,2,7.996632996632996e-05,3,0.005111531986531987,3,0.13132996632996632,6,
fernand-khnopff_portrait-of-jeanne-kefer-1885,0.8844705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11552941176470588,0,0,0,0,0,0.4963697478991596,10,0.00040336134453781514,1,0.47963025210084037,6,0.01922689075630252,3,0,0,0.0043697478991596645,4,
fernand-khnopff_portrait-of-marguerite-khnopff-1887,0.8467581475128645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1532418524871355,0,0,0,0,0,0.9967924528301887,10,0,0,0.00012006861063464837,2,0.000137221269296741,1,0,0,0.0029502572898799317,6,
frederic-remington_a-misdeal-1897,0.9438218031968032,0,0,0,0,0,0,0,0,0.011410464535464536,0,0,0,0,0,0.044767732267732264,0,0,0,0,0,1.0,4,0,0,0,0,0,0,0,0,0,0,
frederic-remington_attack-on-the-supply-train-1885,0.879017094017094,0,3.205128205128205e-05,0,0,0,0,0,0,0,7.478632478632479e-05,0,0,0.11123931623931624,0,0.009636752136752138,0,0,0,0,0,0.718034188034188,10,0.1602136752136752,2,0.02159188034188034,5,0.04284188034188035,9,0,0,0.057318376068376066,7,
frederic-remington_bull-fight-in-mexico-1889,0.9308733087330874,0,0,0,0,0,0,0,0,0,0,0,0.017409066947812336,0.003584607274644175,0,0.04813301704445616,0,0,0,0,0,0.9227903707608505,10,0,0,3.075030750307503e-05,1,0,0,0.0005139694254085397,5,0.07666490950623792,7,
frederic-remington_cracker-cowboys-of-florida-1895,0.7591812865497076,0,0,0,0,0,0,0,0,0,0,0,0,0.2214327485380117,0,0.0193859649122807,0,0,0,0,0,1.0000000000000002,4,0,0,0,0,0,0,0,0,0,0,
frederic-remington_signaling-the-main-command-1885,0.8733681644026472,0,0,0,0,0,0,0,0,0,0.00022291884360849877,0,0,0.12332288401253919,0,0.003086032741205155,0,0,0,0,0,0.897979797979798,10,0.07241379310344828,2,0.0064298153953326375,5,0.003942877046325323,7,0.00017415534656913965,2,0.01905956112852665,6,
frederic-remington_the-broncho-buster-1909,0.95005772005772,0,0.0009523809523809524,0,0,0,0,0,0,2.886002886002886e-05,0,0,0,0.0005194805194805195,0.005324675324675325,0.043116883116883116,0,0,0,0,0,0.7742279942279943,10,0,0,0.02958152958152958,5,0.004184704184704186,8,0.04033189033189033,1,0.15167388167388166,6,
frederic-remington_the-song-of-hiawatha-illustration,0.9932792030567685,0,0,0,0.0009654748908296943,0,0,0,0,0.004087063318777293,0,0,0,0,0,0.001668258733624454,0,0,0,0,0,0.9976801310043668,8,0,0,0,0,0.0016375545851528383,2,0,0,0.0006823144104803493,1,
frits-thaulow_a-river-in-the-winter,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7200000000000001,10,0.00016233766233766234,1,0.014577922077922077,5,0.1308116883116883,7,0.0020292207792207795,2,0.13241883116883116,7,
frits-thaulow_the-mill-pond,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7976693671480567,10,0.0017611835153222965,2,0.033440471997182114,5,0.08858753082071152,8,0.02935305858870494,2,0.0491883879300223,7,
frits-thaulow_winter,0.9996076115485565,0,0,0,0,0.00039238845144356956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998280839895013,8,1.4435695538057743e-05,1,0,0,0,0,2.2309711286089238e-05,1,0.0001351706036745407,1,
fyodor-bronnikov_abandoned-1873,0.9096858638743456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09031413612565445,0,0,0,0,0,0.10386387434554975,3,0.21441361256544503,9,0.605219895287958,4,0.06304712041884818,7,0,0,0.013455497382198953,3,
fyodor-bronnikov_cursed-field-the-place-of-execution-in-ancient-rome-crucified-slave-1878,0.9797311018730887,0,0,0,0,0,0,0,0,0,4.1810015290519875e-05,0,0,0.020227088111620797,0,0,0,0,0,0,0,0.5970619504969417,10,0.0021143922018348623,3,0.09574792144495411,4,0.3017757310779816,8,0,0,0.0033000047782874614,7,
fyodor-bronnikov_exile-in-front-of-the-grave-1870,0.8322204301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1677795698924731,0,0,0,0,0,0.06061827956989248,3,0.14464516129032257,6,0.6392526881720431,7,0.14496774193548384,9,0,0,0.010516129032258063,4,
fyodor-bronnikov_portrait-of-a-girl,0.6553886010362694,0,0,0,0,0,0,0,0.0559740932642487,0,0,0,0.0010880829015544042,0.01121761658031088,0,0.2763316062176166,0,0,0,0,0,0.0005906735751295337,2,0.45966321243523317,9,0.5087512953367876,5,0.03097409326424871,9,0,0,2.072538860103627e-05,2,
fyodor-bronnikov_portrait-of-an-old-man-1,0.6641859296482412,0,0,0,0,0,0,0,0.04964321608040201,0,0,0,0.08973869346733668,0,0,0.1964321608040201,0,0,0,0,0,0.43350753768844225,8,0.38065829145728647,4,0.114321608040201,5,0.04822613065326633,6,0,0,0.023286432160804022,5,
fyodor-bronnikov_portrait-of-an-old-man,0.6035979381443299,0,0,0.000288659793814433,0,0,0,0,0.13864432989690723,0,0,0,0.014783505154639175,0,0,0.24268556701030927,0,0,0,0,0,0.05872680412371134,4,0.039608247422680404,5,0.541201030927835,7,0.3418453608247423,8,0,0,0.018618556701030926,5,
fyodor-bronnikov_servant-of-cardinal-1869,0.9061018518518519,0,0,0,0,0,0,0,0,0.002490740740740741,0,0.008148148148148147,0,0,0,0.08325925925925926,0,0,0,0,0,0.551425925925926,6,0.023745370370370368,3,0.29830555555555555,7,0.01860648148148148,9,9.259259259259259e-05,1,0.10782407407407407,5,
fyodor-bronnikov_square-in-rome,0.997703125,0,0,0,0,0,0,0,0,0,0,0,0,0.0003177083333333333,0,0.001979166666666667,0,0,0,0,0,0.10708854166666668,4,0.2743385416666667,5,0.52034375,7,0.09247395833333336,8,0,0,0.0057552083333333335,3,
fyodor-bronnikov_the-catholic-mass-1869,0.9239880952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07601190476190477,0,0,0,0,0,0.3846428571428571,6,0.1559047619047619,6,0.10980952380952382,5,0.21899404761904762,7,0.0015833333333333335,3,0.12906547619047617,6,
fyodor-bronnikov_the-monk-and-the-beggar-1902,0.7891557971014492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21084420289855071,0,0,0,0,0,0.9995398550724637,9,0,0,0,0,0,0,3.260869565217391e-05,1,0.00042753623188405797,1,
fyodor-vasilyev_abandoned-mill-1-1873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9360000000000002,10,0,0,0.0006794258373205742,3,0.00010047846889952153,2,0.018215311004784688,3,0.04500478468899522,7,
fyodor-vasilyev_at-the-river-windy-day,0.9602686567164179,0,0,0,0.036472636815920396,0,0,0,0,0,0,0,0,0,0,0.0032587064676616916,0,0,0,0,0,0.3049004975124378,7,0.08687064676616915,3,0.21698009950248753,7,0.3743034825870647,10,2.4875621890547263e-05,1,0.01692039800995025,6,
fyodor-vasilyev_at-the-sink,0.9630966183574879,0,0,0,0.03690338164251208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9073671497584542,9,0.05083574879227053,6,0.03823188405797102,1,0.0032657004830917873,6,0,0,0.0002995169082125604,4,
fyodor-vasilyev_autumn,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7967093023255815,10,5.813953488372093e-06,1,0.04204651162790698,5,0.1347325581395349,9,0.0015058139534883722,1,0.024999999999999998,6,
fyodor-vasilyev_bank-of-the-volga-after-the-storm,0.9994893617021277,0.0005106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39082066869300913,1,0.48238297872340424,11,0.04246200607902736,2,0.08187841945288753,9,0,0,0.0024559270516717325,2,
fyodor-vasilyev_barges-near-the-bank,0.9087835109819121,0,0,0,0.0880874515503876,0,0,0,0,0,0,0.0031290374677002586,0,0,0,0,0,0,0,0,0,0.3589813468992248,9,0.38976703811369506,4,0.0005854328165374676,2,0.04517926356589147,1,0.14152333656330748,8,0.06396358204134367,4,
fyodor-vasilyev_barges-on-volga,0.9530218068535825,0.00023052959501557632,0,0,0.04674766355140187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5487912772585671,9,0,0,0.4020311526479751,7,0.04795015576323987,9,0,0,0.0012274143302180684,4,
fyodor-vasilyev_barns,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1519726775956284,3,0.4263879781420764,8,0.25944262295081966,4,0.16206010928961756,9,1.092896174863388e-05,1,0.0001256830601092896,2,
fyodor-vasilyev_before-a-thunderstorm-1869,0.9998362282878412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392258064516129,4,0.36718610421836234,11,0.012997518610421836,1,0.57736476426799,10,0,0,0.0032258064516129032,4,
fyodor-vasilyev_before-a-thunderstorm,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8879090522736932,8,0.04469825754356141,2,0,0,0,0,0.0003612409689757756,1,0.06703144921376965,5,
fyodor-vasilyev_brook-in-a-forest,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9920724922971585,9,1.0698390961999315e-05,1,0.000374443683669976,1,0.0010484423142759329,1,2.139678192399863e-05,2,0.006472526532009586,3,
fyodor-vasilyev_cloud-study,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9411291467512184,9,0.0009109838625715774,4,0.009642231792153708,1,0.0229402299938479,3,0.006696322937863802,3,0.01868108466234442,3,
fyodor-vasilyev_cloud,0.978266888150609,0,0,0.021733111849390918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8644201866793229,8,0.048548489163107104,3,0.018133997785160574,1,0.06669237462426833,4,0,0,0.0022049517481411173,5,
fyodor-vasilyev_evening,0.9830807174887892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007183856502242152,0,0,0,0,0,0.3433452914798206,4,0.20423318385650227,6,0.3140224215246637,5,0.13046188340807177,5,0,0,0.007937219730941704,3,
fyodor-vasilyev_hot-summer-day,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9974665218964894,14,0,0,0.0014205573651827723,1,0.0008595729279768367,1,0.0002533478103510677,1,
fyodor-vasilyev_in-an-oak-grove,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978493940164421,10,0,0,0,0,0,0,0,0,0.0021506059835579286,3,
fyodor-vasilyev_in-the-crimea-after-a-rain-1873,0.9939814814814815,0,0,0,0,0,0,0,0,0,0.0059382716049382715,0,0,8.024691358024691e-05,0,0,0,0,0,0,0,0.3876172839506173,7,0.19986419753086418,4,0.1767654320987654,5,0.2332962962962963,9,0.00019753086419753085,1,0.0022592592592592595,4,
fyodor-vasilyev_in-the-mountain-of-the-crimea-brook-1873,0.95675,0,0,0,0,0,0,0,0,0,0.04322395833333333,0,0,0,0,0,0,2.604166666666667e-05,0,0,0,0.9998593749999999,10,5.208333333333333e-06,1,0,0,0,0,1.0416666666666666e-05,1,0.000125,1,
fyodor-vasilyev_landscape-crimea-1873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2779849246231155,7,0.03664824120603015,1,0.5199949748743719,7,0.16453768844221106,10,1.0050251256281408e-05,1,0.0008241206030150754,2,
fyodor-vasilyev_landscape-with-a-rock-and-stream,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15431847133757962,4,0.39603184713375794,6,0.32628025477707,6,0.11319745222929936,9,0,0,0.010171974522292996,6,
fyodor-vasilyev_landscape-with-clouds,0.9966666666666667,0,0,0,0,0,0,0,0,0,0.0005410628019323671,0,0,0.002792270531400966,0,0,0,0,0,0,0,0.3467536231884058,5,0.14972946859903383,8,0.24542995169082127,3,0.24115942028985507,10,0,0,0.016927536231884057,6,
fyodor-vasilyev_landscape-with-peasant-s-huts-and-pond-near-st-petersburg-1871,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4744367100201502,5,0.5032148745191427,4,0.011998534530133723,2,0.007941014837882397,4,2.747755999267265e-05,1,0.0023813885326982964,3,
fyodor-vasilyev_lombardy-poplars-on-the-bank-of-a-lake-evening,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8085473684210526,11,0.016315789473684207,6,0.0008631578947368422,1,0,0,0.1368,5,0.03747368421052632,6,
fyodor-vasilyev_morning-1873-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3808561643835616,3,0.3996027397260274,10,0.007301369863013699,2,0.04176712328767124,5,0.04193150684931507,2,0.12854109589041096,3,
fyodor-vasilyev_near-a-church-valaam,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39107407407407413,12,0.3567716049382716,2,0.25135802469135804,9,0.0007160493827160494,2,8.024691358024691e-05,2,
fyodor-vasilyev_near-krasnoye-selo,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22260109289617488,5,0.5562841530054644,7,0.1539672131147541,4,0.06638251366120221,10,0,0,0.0007650273224043717,5,
fyodor-vasilyev_peasants-with-a-boat-on-a-sandy-beach,0.9982966828991331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017033171008669448,0,0.8080383464721682,9,0.05937588714432337,2,0.04084685432271307,5,0.0873605136156181,5,0.00017469918983250716,2,0.004203699255344703,4,
fyodor-vasilyev_pine-grove-in-the-swamp-1873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16569180327868854,2,0.6067934426229509,9,0.106,3,0.12111475409836066,8,0,0,0.00039999999999999996,2,
fyodor-vasilyev_pond-at-the-sunset,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9953173230378151,7,0.004615781577010924,4,3.822593438518363e-05,1,0,0,0,0,2.866945078888772e-05,1,
